,date_of_sale,address,location,livingarea,rooms,plotarea,closingprice
854,2022-11-24,Jordliden 30,"Kungälv, Kungälvs kommun",86,3,,2750000
855,2022-11-24,Grindklykan 9,"Grinden, Kungälvs kommun",114,4,729.0,4800000
856,2022-11-18,Hältorp 130,"Ytterby, Kungälvs kommun",230,7,1372.0,4050000
857,2022-11-17,Häljeröd 430,"Romelanda, Kungälvs kommun",132,6,3009.0,4515000
858,2022-11-13,Sjöhåla 130,"Sjöhåla, Kungälvs kommun",196,4,1576.0,2400000
859,2022-11-12,Flädervägen 18,"Romelanda, Kungälvs kommun",157,6,353.0,3850000
860,2022-11-11,Lundby 440,"Kareby, Kungälvs kommun",245,5,1676.0,4500000
861,2022-11-10,Fiolmannens gata 17,"Ytterby, Kungälvs kommun",115,5,,3995000
862,2022-11-06,Lefstad 350,"Kärna, Kungälvs kommun",219,6,2216.0,4050000
863,2022-11-03,Enskiftegatan 10,"Kungälv - Ytterby, Kungälvs kommun",179,6,768.0,5500000
864,2022-10-31,Mossvägen 38,"Lökeberg, Kungälvs kommun",86,3,1111.0,4400000
865,2022-10-26,Lingången 16,"Kungälv - Centrum, Kungälvs kommun",120,4,402.0,4550000
866,2022-10-21,Jägersberg 310,"Kode, Kungälvs kommun",212,6,26210.0,4000000
867,2022-10-19,Mossvägen 37,"Lökeberg, Kungälvs kommun",86,3,1844.0,4400000
868,2022-10-16,Prejelvägen 120,"Ullstorp, Kungälvs kommun",122,5,314.0,5495000
869,2022-10-12,Vältvägen 509,"Ullstorp, Kungälvs kommun",105,4,319.0,5050000
870,2022-10-12,Björröd 310,"Kode, Kungälvs kommun",172,6,1514.0,4350000
871,2022-10-03,Kullholmsvägen 6,"Tjuvkil, Kungälvs kommun",117,5,429.0,5900000
872,2022-09-30,Kantorvägen 8,"Diseröd, Kungälvs kommun",125,4,557.0,3700000
873,2020-06-30,Lerskärsvägen 18,"Kungälv - Tjuvkil, Kungälvs kommun",130,5,1216.0,3400000
874,2020-06-30,Bremnäs 510,"Lycke, Kungälvs kommun",130,4,2915.0,2350000
875,2020-06-29,Nedre Rådalsvägen 18,"Aröd/timmervik, Kungälvs kommun",90,5,3074.0,3100000
876,2020-06-29,Hövdingagatan 3,"Komarken, Kungälvs kommun",211,5,626.0,5300000
877,2020-06-28,Enekullsvägen 24,"Ytterby, Kungälvs kommun",224,7,980.0,5500000
878,2020-06-26,Bärnstensvägen 9,"Kode, Kungälvs kommun",195,5,1547.0,4000000
879,2020-06-25,Skårsäng 115,"Kärna, Kungälvs kommun",127,5,616.0,4400000
880,2020-06-25,Över-Restad 164,"Hålta, Kungälvs kommun",127,5,1077.0,4670000
881,2020-06-24,Staby 260,"Staby, Kungälvs kommun",205,6,1125.0,2650000
882,2020-06-23,Lundby 380,"Kareby, Kungälvs kommun",140,5,1818.0,4200000
883,2020-06-23,Plogvägen 170,"Ullstorp, Kungälvs kommun",122,5,266.0,5125000
884,2020-06-18,Settungsvägen 28,"Kungälv, Kungälvs kommun",165,6,429.0,6150000
885,2020-06-18,Toftåsen 6,"Bohuslän, Kungälvs kommun",74,3,1066.0,3050000
886,2020-06-18,Rörtången 111C,"Rörtången, Kungälvs kommun",255,4,951.0,9600000
887,2020-06-17,Mellan-Restad 340,"Bohuslän, Kungälvs kommun",130,4,1355.0,3900000
888,2020-06-17,Skäggstorp 160,"Kode, Kungälvs kommun",28,2,1257.0,1350000
889,2020-06-16,Ulvesund 110,"Ytterby, Kungälvs kommun",203,5,2830.0,4200000
890,2020-06-15,Fridhemsgatan 3,"Centrum, Kungälvs kommun",182,5,851.0,5200000
891,2020-06-15,Ödsmål 360,"Rörtången, Kungälvs kommun",171,5,794.0,3840000
892,2020-06-10,Västra Röd 390,"Kärna, Kungälvs kommun",148,5,843.0,3295000
893,2020-06-10,Gårdskiftegatan 39,"Övre Tega, Kungälvs kommun",192,6,830.0,5450000
894,2020-06-10,Rådalsvägen 16,"Aröd, Kungälvs kommun",61,2,2090.0,2100000
895,2020-06-09,Staby 490,"Kärna, Kungälvs kommun",170,4,2230.0,5000000
896,2020-06-09,Matskärsvägen 36,"Tjuvkil, Kungälvs kommun",56,3,1077.0,2595000
897,2020-06-09,Instö backe 110,"Instön, Kungälvs kommun",49,2,3027.0,2400000
898,2020-06-09,Smidesvägen 6,"Kode, Kungälvs kommun",155,6,846.0,3860000
899,2020-06-08,Prejelvägen 126,"Ullstorp, Kungälvs kommun",122,5,301.0,5050000
900,2020-06-07,Bräcke 320,"Kärna, Kungälvs kommun",204,6,7880.0,5850000
901,2020-06-05,Sundviksvägen 46,"Kungälv - Tjuvkil, Kungälvs kommun",117,5,325.0,5650000
902,2020-06-05,Staby 350,"Kungälv - Kärna, Kungälvs kommun",220,5,911.0,3300000
