,country,human_development_index,gross_national_income_per_capita_2017_ppp_log,median_age_as_of_july_1st_years,mean_years_of_schooling,rate_of_natural_change_per_1000_population,net_reproduction_rate_surviving_daughters_per_woman,adolescent_birth_rate_per_1000_women_ages_15_19,total_fertility_rate_live_births_per_woman,crude_birth_rate_births_per_1000_population
2745,Jamaica,False,False,False,False,False,False,False,False,False
2554,Ireland,False,False,False,False,False,False,False,False,False
1839,Fiji,False,False,False,False,False,False,False,False,False
4681,Romania,False,False,False,False,False,False,False,False,False
539,Bulgaria,False,False,False,False,False,False,False,False,False
179,Argentina,False,False,False,False,False,False,False,False,False
5165,Suriname,True,False,False,True,False,False,False,False,False
292,Austria,False,False,False,False,False,False,False,False,False
4059,Niger,False,False,False,False,False,False,False,False,False
5633,Tunisia,False,False,False,False,False,False,False,False,False
1418,Germany,False,False,False,False,False,False,False,False,False
3899,Mauritania,False,False,False,False,False,False,False,False,False
4846,Senegal,False,False,False,False,False,False,False,False,False
3770,Myanmar,False,False,False,False,False,False,False,False,False
2545,Ireland,False,False,False,False,False,False,False,False,False
5261,Sweden,False,False,False,False,False,False,False,False,False
5385,Chad,True,False,False,True,False,False,False,False,False
1722,Spain,False,False,False,False,False,False,False,False,False
225,Antigua and Barbuda,True,False,False,True,False,False,False,False,False
2682,Israel,False,False,False,False,False,False,False,False,False
6128,South Africa,False,False,False,False,False,False,False,False,False
2825,Kazakhstan,False,False,False,False,False,False,False,False,False
2510,India,False,False,False,False,False,False,False,False,False
1941,Gabon,False,False,False,False,False,False,False,False,False
3004,Saint Kitts and Nevis,False,False,False,False,False,False,False,False,False
3377,Luxembourg,False,False,False,False,False,False,False,False,False
5969,Venezuela (Bolivarian Republic of),False,False,False,False,False,False,False,False,False
2147,Equatorial Guinea,True,False,False,True,False,False,False,False,False
5158,Suriname,True,False,False,True,False,False,False,False,False
522,Bulgaria,False,False,False,False,False,False,False,False,False
1555,Dominican Republic,False,False,False,False,False,False,False,False,False
3910,Mauritius,False,False,False,False,False,False,False,False,False
2516,India,False,False,False,False,False,False,False,False,False
4865,Singapore,False,False,False,False,False,False,False,False,False
4588,Portugal,False,False,False,False,False,False,False,False,False
1816,Finland,False,False,False,False,False,False,False,False,False
563,Bahrain,False,False,False,False,False,False,False,False,False
2882,Kyrgyzstan,False,False,False,False,False,False,False,False,False
3026,South Korea,False,False,False,False,False,False,False,False,False
1196,Colombia,False,False,False,False,False,False,False,False,False
4817,Sudan,False,False,False,False,False,False,False,False,False
2822,Kazakhstan,False,False,False,False,False,False,False,False,False
5498,Tajikistan,False,False,False,False,False,False,False,False,False
5874,United States of America,False,False,False,False,False,False,False,False,False
1091,Cameroon,False,False,False,False,False,False,False,False,False
1550,Dominican Republic,False,False,False,False,False,False,False,False,False
5400,Chad,False,False,False,False,False,False,False,False,False
968,Switzerland,False,False,False,False,False,False,False,False,False
2835,Kazakhstan,False,False,False,False,False,False,False,False,False
824,Brunei Darussalam,False,False,False,False,False,False,False,False,False
791,Barbados,False,False,False,False,False,False,False,False,False
4879,Singapore,False,False,False,False,False,False,False,False,False
2723,Jamaica,False,False,False,False,False,False,False,False,False
760,Brazil,False,False,False,False,False,False,False,False,False
465,Burkina Faso,False,False,False,False,False,False,False,False,False
4586,Portugal,False,False,False,False,False,False,False,False,False
3227,Saint Lucia,False,False,False,False,False,False,False,False,False
3093,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
4188,Norway,False,False,False,False,False,False,False,False,False
1048,China,False,False,False,False,False,False,False,False,False
3306,Lesotho,False,False,False,False,False,False,False,False,False
5073,Serbia,False,False,False,False,False,False,False,False,False
2492,Indonesia,False,False,False,False,False,False,False,False,False
5329,Seychelles,False,False,False,False,False,False,False,False,False
4088,Nigeria,False,False,False,False,False,False,False,False,False
3706,Mali,False,False,False,False,False,False,False,False,False
1754,Estonia,False,False,False,False,False,False,False,False,False
5746,Tanzania,False,False,False,False,False,False,False,False,False
418,Benin,False,False,False,False,False,False,False,False,False
526,Bulgaria,False,False,False,False,False,False,False,False,False
6110,Yemen,False,False,False,False,False,False,False,False,False
5446,Thailand,False,False,False,False,False,False,False,False,False
5558,Timor-Leste,False,False,False,False,False,False,False,False,False
3769,Myanmar,False,False,False,False,False,False,False,False,False
1386,Czechia,False,False,False,False,False,False,False,False,False
3928,Mauritius,False,False,False,False,False,False,False,False,False
1955,United Kingdom,False,False,False,False,False,False,False,False,False
3805,Montenegro,False,False,False,False,False,False,False,False,False
3564,Maldives,False,False,False,False,False,False,False,False,False
2180,Greece,False,False,False,False,False,False,False,False,False
962,Switzerland,False,False,False,False,False,False,False,False,False
5720,Tuvalu,False,False,False,False,False,False,False,False,False
3079,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
3028,South Korea,False,False,False,False,False,False,False,False,False
2245,Guatemala,False,False,False,False,False,False,False,False,False
3791,Montenegro,False,False,False,False,False,False,False,False,False
3569,Maldives,False,False,False,False,False,False,False,False,False
3021,South Korea,False,False,False,False,False,False,False,False,False
3870,Mozambique,False,False,False,False,False,False,False,False,False
345,Azerbaijan,False,False,False,False,False,False,False,False,False
2750,Jamaica,False,False,False,False,False,False,False,False,False
3971,Malaysia,False,False,False,False,False,False,False,False,False
721,Bolivia (Plurinational State of),False,False,False,False,False,False,False,False,False
2192,Greece,False,False,False,False,False,False,False,False,False
1675,Eritrea,True,False,False,True,False,False,False,False,False
4598,Portugal,False,False,False,False,False,False,False,False,False
5709,Tuvalu,False,False,False,False,False,False,False,False,False
5347,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
5330,Seychelles,False,False,False,False,False,False,False,False,False
3339,Lithuania,False,False,False,False,False,False,False,False,False
2353,Honduras,False,False,False,False,False,False,False,False,False
734,Bolivia (Plurinational State of),False,False,False,False,False,False,False,False,False
5414,Togo,False,False,False,False,False,False,False,False,False
2365,Honduras,False,False,False,False,False,False,False,False,False
6056,Samoa,False,False,False,False,False,False,False,False,False
2763,Jordan,False,False,False,False,False,False,False,False,False
5677,Türkiye,False,False,False,False,False,False,False,False,False
3128,Lebanon,False,False,False,False,False,False,False,False,False
5858,United States of America,False,False,False,False,False,False,False,False,False
208,Armenia,False,False,False,False,False,False,False,False,False
1545,Dominican Republic,False,False,False,False,False,False,False,False,False
1544,Dominican Republic,False,False,False,False,False,False,False,False,False
129,United Arab Emirates,False,False,False,False,False,False,False,False,False
2895,Kyrgyzstan,False,False,False,False,False,False,False,False,False
630,Bosnia and Herzegovina,False,False,False,False,False,False,False,False,False
1679,Eritrea,False,False,False,False,False,False,False,False,False
2148,Equatorial Guinea,True,False,False,True,False,False,False,False,False
1291,Costa Rica,False,False,False,False,False,False,False,False,False
909,Central African Republic,False,False,False,False,False,False,False,False,False
585,Bahamas,False,False,False,False,False,False,False,False,False
702,Belize,False,False,False,False,False,False,False,False,False
4894,Singapore,False,False,False,False,False,False,False,False,False
2544,Ireland,False,False,False,False,False,False,False,False,False
4023,Namibia,False,False,False,False,False,False,False,False,False
2781,Jordan,False,False,False,False,False,False,False,False,False
3499,Moldova,False,False,False,False,False,False,False,False,False
3345,Lithuania,False,False,False,False,False,False,False,False,False
214,Armenia,False,False,False,False,False,False,False,False,False
10,Afghanistan,False,False,False,False,False,False,False,False,False
940,Canada,False,False,False,False,False,False,False,False,False
4625,Paraguay,False,False,False,False,False,False,False,False,False
6002,Viet Nam,False,False,False,False,False,False,False,False,False
3375,Luxembourg,False,False,False,False,False,False,False,False,False
1073,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
4810,Sudan,False,False,False,False,False,False,False,False,False
6037,Vanuatu,False,False,False,False,False,False,False,False,False
546,Bahrain,False,False,False,False,False,False,False,False,False
2152,Equatorial Guinea,True,False,False,True,False,False,False,False,False
3278,Sri Lanka,False,False,False,False,False,False,False,False,False
5335,Seychelles,False,False,False,False,False,False,False,False,False
